ANSWER_ID,偏移量,学生音频,标准音频,标准数据,GROUPID,音准,原节奏评分,新节奏评分1,新节奏评分2,新节奏评分3,新节奏评分4,新节奏评分5,新节奏评分6,节奏,咬字
AE01169d0f37754782bb748f5964fa43,141,audio/11.mp3,stand_audio/小步舞曲.mp3,stand_data/小步舞曲.txt,b1079547e6b54fdbad2a4fc975551e36,76.05417853,72.30769231,95.55555556,95.55555556,93.33333333,2.247191011,1.11179214,1.703242986,76.20264224,72.86
AE0117fb86357a4372876ac71dffa73d,39,audio/12.mp3,stand_audio/蜗牛与黄鹂鸟.mp3,stand_data/蜗牛与黄鹂鸟.txt,ec290adc837d4c55ba8611c1d23a2c90,65.34753793,88.76404494,21.25,23.75,10,10.71428571,1.65302078,1.478648547,66.67325149,69.74
AE011bb8523a1b496b87a038458aa275,105,audio/13.mp3,stand_audio/嗯嘿呀.mp3,stand_data/嗯嘿呀.txt,f8e9ad7463214d28aeeed68dfffc9e3c,64.45601117,63.88888889,38.38383838,34.34343434,11.11111111,10.14492754,1.354836397,1.453218887,54.52189989,61.95
AE0133fdfa122c4fc5bdeaf0c9231446,30,audio/14.mp3,stand_audio/牧歌.mp3,stand_data/牧歌.txt,aaf2a81b47f846b88adb6f5bff99dfff,60.54328176,50,22.36842105,22.36842105,34.21052632,38.63636364,1.425495763,1.270003944,70.31324298,46.8
AE014be765b2364f7eb73f37bef79d01,57,audio/15.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,65.9388685,64.60176991,47.61904762,47.61904762,73.01587302,81.3559322,1.884109391,1.70599214,66.06514215,83.4
AE0153bcec02d74a1ab5de6bf266f64e,33,audio/16.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,61.36140618,68.14159292,30.15873016,30.15873016,69.84126984,69.49152542,1.810497234,0.877384003,77.50894343,75.38
AE01974433c21646bf98a8fce8b2be0c,36,audio/17.mp3,stand_audio/大海啊，故乡（人音版）.mp3,stand_data/大海啊，故乡（人音版）.txt,74a1f0ed0e064cf1a9dcec2a84433975,63.07265113,30.76923077,73.23943662,73.23943662,59.15492958,13.59223301,1.607205818,2.428511154,67.41906631,80.8
AE01ab05edc5e241e18d72bb7e0e87fe,38,audio/18.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,60.99458409,61.0619469,23.80952381,23.80952381,73.01587302,77.5862069,1.553696115,1.654427567,63.99692146,66.1
AE01bbbc8904d14ce6a9f128874811ff,53,audio/19.mp3,stand_audio/小步舞曲.mp3,stand_data/小步舞曲.txt,b1079547e6b54fdbad2a4fc975551e36,62.64994727,84.61538462,88.88888889,88.88888889,91.11111111,2.247191011,1.185366467,1.269907685,75.60558662,77.09
AE01da28c6aee647dba1478c9fdb0d3a,53,audio/20.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,66.14192636,55.75221239,22.22222222,22.22222222,57.14285714,63.15789474,1.715468977,1.037294149,75.402876,80.36
AE01e3523db2c2444bb8d13b3e45db2b,30,audio/21.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,62.80125119,67.25663717,74.6031746,44.44444444,77.77777778,81.25,1.679905136,1.488218787,78.28949516,55.33
AE022ae5b99c8347cda78035e81da654,147,audio/22.mp3,stand_audio/牧歌.mp3,stand_data/牧歌.txt,aaf2a81b47f846b88adb6f5bff99dfff,59.04680523,32.43243243,32.89473684,26.31578947,26.31578947,8.928571429,1.589845696,1.32287402,58.17196049,55.85
AE0245ea5516104fbd9472a7b91f764e,51,audio/23.mp3,stand_audio/小步舞曲.mp3,stand_data/小步舞曲.txt,b1079547e6b54fdbad2a4fc975551e36,81.08408434,87.69230769,4.444444444,4.444444444,77.77777778,77.27272727,0.960733433,1.672872671,73.56836868,74.57
AE02589e52e83a4cf9bb26f278dba69b,32,audio/24.mp3,stand_audio/留给我.mp3,stand_data/留给我.txt,f6ed2845749a408b8afd118481300352,65.94541593,78.26086957,57.86163522,50.94339623,55.34591195,58.10055866,1.693749766,1.875977994,77.98743217,79.76
AE02676d187e0648b6b14db8c8b302d3,185,audio/25.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,64.94626659,57.52212389,73.01587302,73.01587302,57.14285714,73.68421053,1.630451075,0.945026794,71.28812421,76.87
AE02973f3f3da6476f95667231ad486f,71,audio/26.mp3,stand_audio/踏雪寻梅.mp3,stand_data/踏雪寻梅.txt,e947fdd1bb644599959404fd6819f754,63.52110091,76.8115942,37.97468354,43.03797468,67.72151899,70.0729927,1.606671663,1.45866282,80.99643481,43.52
AE0297aac30aa844a68ef2660e4b0582,50,audio/27.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,67.68221694,62.83185841,84.12698413,23.80952381,85.71428571,82.8125,2.086300972,1.415862457,81.29106645,79.09
AE02a4fee1295b48a8a515012a19b683,194,audio/28.mp3,stand_audio/踏浪.mp3,stand_data/踏浪.txt,350dd01e162e44bbbaea611e6602252b,61.81287953,38.82352941,20.79207921,79.7029703,77.72277228,71.4953271,1.564209228,1.39060995,74.42067273,68.26
AE02a965c6f79e406abc26468282c1ba,179,audio/29.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,66.83822951,44.24778761,53.96825397,63.49206349,77.77777778,87.27272727,2.238413435,1.568258999,68.35254197,65.51
AE02d34cffe4a648218b647c8933fb02,90,audio/30.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,60.48802024,62.83185841,60.31746032,60.31746032,74.6031746,67.21311475,2.135130023,0.254881046,74.9231934,78.57
AE02f64a5ee1d14a28b17b0a374863fa,51,audio/31.mp3,stand_audio/嗯嘿呀.mp3,stand_data/嗯嘿呀.txt,f8e9ad7463214d28aeeed68dfffc9e3c,65.76478607,58.33333333,22.22222222,25.25252525,24.24242424,42,1.038664118,1.334115059,69.70170138,47.46
AE030d0b978e514034bd70f2386eb5df,47,audio/32.mp3,stand_audio/小步舞曲.mp3,stand_data/小步舞曲.txt,b1079547e6b54fdbad2a4fc975551e36,87.76291645,90.76923077,40,40,82.22222222,71.42857143,1.084572874,1.176724205,79.26067027,78.8
AE032834f8731b429f8ef1bd67165441,43,audio/33.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,68.41331882,60.17699115,63.49206349,34.92063492,76.19047619,78.125,1.662608187,1.606478804,71.44420356,80.21
AE03393d4760eb412fb31f2a259cfb9e,57,audio/34.mp3,stand_audio/樱花.mp3,stand_data/樱花.txt,4b0835e462cf4b769659d11d7501356a,65.45901175,33.33333333,24.48979592,18.36734694,22.44897959,24.13793103,2.079066595,2.36867152,59.96933208,45.98
AE033f49b57be94b0783f58528a59c94,64,audio/35.mp3,stand_audio/摇篮曲.mp3,stand_data/摇篮曲.txt,1bcacf86770a4bcaaf259677fbb3ea8b,64.26606783,81.04575163,12.29946524,86.09625668,85.56149733,77.40112994,1.358181935,1.763494839,79.66083248,58.53
AE03423c2028314da4a910285d762528,38,audio/36.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,59.47489256,74.33628319,77.77777778,77.77777778,80.95238095,86.36363636,1.639510063,1.525184409,70.53877598,77.39
AE03454c745c5a422c8d9bf0a2ee9745,36,audio/37.mp3,stand_audio/踏雪寻梅.mp3,stand_data/踏雪寻梅.txt,e947fdd1bb644599959404fd6819f754,62.67424315,72.46376812,22.78481013,22.78481013,32.91139241,64,1.337174671,1.526266697,78.91899076,57.93
AE034c533057234d6695b22e6a9d8783,61,audio/38.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,62.45467987,70.79646018,25.3968254,25.3968254,85.71428571,86.8852459,1.705476688,1.666880962,71.29544433,79.39
AE0375cf8a50a2490bb5f3e84079146e,47,audio/39.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,66.05779427,45.13274336,28.57142857,28.57142857,61.9047619,63.79310345,1.80859965,1.477592156,78.65505054,80.58
AE039606ee3e4f45ad9b128bf5d8027d,57,audio/40.mp3,stand_audio/踏雪寻梅.mp3,stand_data/踏雪寻梅.txt,e947fdd1bb644599959404fd6819f754,68.493496,70.28985507,57.59493671,68.35443038,79.74683544,84.86842105,0.67109712,1.581015739,83.39449146,56.07
AE0397050cf6204daa882a0e2b721890,63,audio/41.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,59.42777034,69.91150442,46.03174603,58.73015873,77.77777778,74.57627119,1.838981032,0.998324291,75.06017077,76.72
AE03987758462547879a2f053748b084,50,audio/42.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,64.68043267,66.37168142,26.98412698,47.61904762,68.25396825,65,1.736160882,0.951918908,68.81279914,76.87
AE03ce19ee11bd4aacb9d35f0a59b211,40,audio/43.mp3,stand_audio/嗯嘿呀.mp3,stand_data/嗯嘿呀.txt,f8e9ad7463214d28aeeed68dfffc9e3c,80.44280468,65.27777778,17.17171717,22.22222222,15.15151515,36.84210526,1.143551329,1.597474443,71.0787989,52.14
AE03d68e72ca6f4a288022df11fa6c5f,245,audio/44.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,59.95165853,63.71681416,63.49206349,63.49206349,76.19047619,71.66666667,1.948493602,1.3328845,71.388226,79.17
AE03f43a79f41b484cb0657960a966a8,190,audio/45.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,64.16046317,57.52212389,26.98412698,74.6031746,77.77777778,74.19354839,2.01787116,1.659261019,79.49991123,74.19
AE03f521d224794c8aa5ed5e451ba730,64,audio/46.mp3,stand_audio/蜗牛与黄鹂鸟.mp3,stand_data/蜗牛与黄鹂鸟.txt,ec290adc837d4c55ba8611c1d23a2c90,66.86548056,88.76404494,23.75,21.25,6.25,8,1.665137146,1.58115377,62.79722951,70.85
AE03ffdee505fc4d2faea319c607a70e,438,audio/47.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,85.06475469,61.94690265,6.349206349,90.47619048,84.12698413,71.21212121,1.787417639,1.436177004,91.34714198,71.52
AE0427c141dc2c400d9de841f1f6750a,50,audio/48.mp3,stand_audio/友谊地久天长.mp3,stand_data/友谊地久天长.txt,6eb0e18069614e68add8475c601aeeca,61.00686463,57.14285714,57.36434109,50.3875969,45.73643411,50.35460993,1.576690316,2.190499548,55.41659228,56.08
AE046069000cd7441897eb4fa8e92658,83,audio/49.mp3,stand_audio/友谊地久天长.mp3,stand_data/友谊地久天长.txt,6eb0e18069614e68add8475c601aeeca,38.6993114,27.67857143,7.751937984,6.201550388,41.08527132,61.53846154,1.895027498,2.157740711,53.06396817,67.3
AE046157094c9145a4a965bee4b1fd28,54,audio/50.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,90.55172969,59.2920354,66.66666667,66.66666667,38.0952381,37.33333333,1.188479965,0.312292233,85.37658612,67.59
AE046e9cc86abd458cbacc60d8224972,101,audio/51.mp3,stand_audio/小步舞曲.mp3,stand_data/小步舞曲.txt,b1079547e6b54fdbad2a4fc975551e36,70.8880013,78.46153846,95.55555556,75.55555556,80,86.95652174,1.159067655,1.454912511,78.07136279,73.9
AE0474d2bd23e744489ff22a9b3e8056,71,audio/52.mp3,stand_audio/踏雪寻梅.mp3,stand_data/踏雪寻梅.txt,e947fdd1bb644599959404fd6819f754,63.92136543,55.79710145,10.12658228,10.12658228,31.01265823,67.64705882,0.88977766,1.722451694,78.12796072,57.04
AE0495c2f6ef384c92baba5c90da59ee,320,audio/53.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,63.8068868,53.09734513,36.50793651,63.49206349,66.66666667,73.4375,1.885267677,1.541638784,66.76159693,72.63
AE049abe436a914905add53a4d9f57c3,46,audio/54.mp3,stand_audio/依马呀吉松.mp3,stand_data/依马呀吉松.txt,b7470b58a76340dfa43aaa469dd60f7b,75.79344256,55.76923077,28.125,26.5625,45.3125,47.54098361,1.555754374,1.809289269,80.86334773,44.86
AE049b32512a0640ecac7a0d431fbb2b,33,audio/55.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,61.80048111,63.71681416,17.46031746,17.46031746,74.6031746,72.4137931,1.550079569,1.11594856,85.18266996,78.05
AE04d2eacca8a14191abe3ec353ae871,36,audio/56.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,63.11948492,61.94690265,15.87301587,88.88888889,79.36507937,65.625,1.619347862,1.550941469,71.01522082,72.93
AE04ec34fcaaea4a02807e63c818a4de,31,audio/57.mp3,stand_audio/大海啊，故乡（苏少版）.mp3,stand_data/大海啊，故乡（苏少版）.txt,4c6796e35fd043f5a22eaea79d8d51a5,62.97218747,52.99145299,37.56613757,38.0952381,59.78835979,67.7852349,0.974498178,1.668840135,76.15768898,71.45
AE04f250baba6a421781940e3235c73d,24,audio/58.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,69.8456913,53.98230088,61.9047619,61.9047619,68.25396825,66.66666667,1.749936958,1.408291623,67.91315677,60.68
AE050278e303b6446bab7800b49f0f11,51,audio/59.mp3,stand_audio/牧歌.mp3,stand_data/牧歌.txt,aaf2a81b47f846b88adb6f5bff99dfff,67.2773931,32.43243243,50,38.15789474,53.94736842,66.66666667,0.719785112,0.450958043,78.91282279,55.26
AE05092cec461242f0bc3f061bd926d8,52,audio/60.mp3,stand_audio/踏雪寻梅.mp3,stand_data/踏雪寻梅.txt,e947fdd1bb644599959404fd6819f754,60.8079553,58.69565217,36.70886076,36.70886076,34.17721519,63.63636364,0.845229827,1.483008481,79.41101758,64.54
AE050f67984ff548dd96f467af1da711,77,audio/61.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,64.38552291,56.63716814,12.6984127,12.6984127,63.49206349,56.92307692,1.74623603,0.854377883,69.41498304,70.11
AE0521e3a7636c4e149d525812301c72,69,audio/62.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,75.26336637,56.63716814,11.11111111,11.11111111,85.71428571,76.19047619,2.267317853,1.409976823,89.4061617,72.71
AE0521f595a61b4bb9a3873f196f9953,38,audio/63.mp3,stand_audio/大海啊，故乡（人音版）.mp3,stand_data/大海啊，故乡（人音版）.txt,74a1f0ed0e064cf1a9dcec2a84433975,61.83974439,26.4957265,33.8028169,42.25352113,47.88732394,54.54545455,1.749558355,1.759719898,79.04159834,84.14
AE056620f05bc545f1bc5f1e1d1119d4,42,audio/64.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,77.30494643,59.2920354,19.04761905,82.53968254,73.01587302,69.84126984,1.769531819,1.445898291,74.89563295,74.79
AE0568b45d5b5248bebf6a2ae6f15cc0,40,audio/65.mp3,stand_audio/友谊地久天长.mp3,stand_data/友谊地久天长.txt,6eb0e18069614e68add8475c601aeeca,60.96205247,43.75,26.35658915,24.80620155,36.43410853,44.76190476,1.868249127,1.734595742,72.06677492,52.37
AE0573043a7630498aaea4b7f70893f8,70,audio/66.mp3,stand_audio/踏雪寻梅.mp3,stand_data/踏雪寻梅.txt,e947fdd1bb644599959404fd6819f754,49.04353275,40.57971014,18.35443038,18.35443038,8.227848101,17.30769231,0.674453565,1.555502233,65.64277318,56.16
AE05780a3199a149929f675bf887eb31,63,audio/67.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,60.65399994,61.0619469,42.85714286,42.85714286,80.95238095,80.95238095,2.192139805,1.982706947,77.04596777,67.96
AE05ad147efaf74951a748ad1532f412,78,audio/68.mp3,stand_audio/友谊地久天长.mp3,stand_data/友谊地久天长.txt,6eb0e18069614e68add8475c601aeeca,60.60058999,57.14285714,51.9379845,51.9379845,43.41085271,1.818181818,1.533795536,1.552525625,69.67273836,43.97
AE05b09ae2796d41cc887d5eda270699,48,audio/69.mp3,stand_audio/踏雪寻梅.mp3,stand_data/踏雪寻梅.txt,e947fdd1bb644599959404fd6819f754,62.51366622,71.01449275,25.94936709,25.94936709,79.74683544,83.10810811,1.458551645,1.374528528,82.96154662,70.26
AE05b5e152a7da411d995e1148f97c41,190,audio/70.mp3,stand_audio/小步舞曲.mp3,stand_data/小步舞曲.txt,b1079547e6b54fdbad2a4fc975551e36,69.46032507,84.61538462,37.77777778,37.77777778,93.33333333,88.88888889,0.964348478,1.630286052,75.9893266,79.39
AE05bd1a230b38494d89aff85ba4eb89,55,audio/71.mp3,stand_audio/红河谷.mp3,stand_data/红河谷.txt,d3baa8b409254da79461b1280c266078,63.83134161,76.25,18.06451613,18.70967742,36.77419355,44.14414414,1.77877277,2.082192675,45.98344783,53.85
AE05cbe192609d476f88ef491c498d43,47,audio/72.mp3,stand_audio/嗯嘿呀.mp3,stand_data/嗯嘿呀.txt,f8e9ad7463214d28aeeed68dfffc9e3c,64.13527991,56.94444444,31.31313131,27.27272727,16.16161616,17.39130435,1.900374438,2.038407515,63.62794176,45.02
AE05d3c2afdf464957a6261a622cdb24,30,audio/73.mp3,stand_audio/摇篮曲.mp3,stand_data/摇篮曲.txt,1bcacf86770a4bcaaf259677fbb3ea8b,62.5893887,64.70588235,59.89304813,33.15508021,75.40106952,86.11111111,1.614880339,1.783713388,88.61541768,55.86
AE05da159be6ed4701a705b751feea04,57,audio/74.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,75.57208206,61.94690265,30.15873016,30.15873016,76.19047619,77.41935484,1.982593816,0.729876764,86.53077585,69.75
AE05f6426aebaa451e9ab5aaccc474fe,81,audio/75.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,68.40501074,56.63716814,57.14285714,57.14285714,82.53968254,80.59701493,1.71535622,1.096005932,79.84975567,70.85
AE060e10e7a6b24aafa8b004cb03db6b,54,audio/76.mp3,stand_audio/小步舞曲.mp3,stand_data/小步舞曲.txt,b1079547e6b54fdbad2a4fc975551e36,83.69643427,81.53846154,95.55555556,95.55555556,80,91.30434783,0.746470018,1.235716721,94.39423185,75.83
AE060f739d50c64f4f9c2bcbe4965726,104,audio/77.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,85.01213238,65.48672566,31.74603175,31.74603175,30.15873016,38,2.22569615,1.778770911,64.48865649,77.91
AE0621980c99834db998dc6cae22f760,59,audio/78.mp3,stand_audio/清晨.mp3,stand_data/清晨.txt,7af2b30a8bda4965a793d6cdf5cc9b7c,79.81743029,78.57142857,38.38383838,38.38383838,84.84848485,89.47368421,1.814589779,1.713004473,92.09683049,64.09
AE063c4b6ac02a4941ad2dfd263606e8,32,audio/79.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,60.78687577,59.2920354,47.61904762,63.49206349,63.49206349,63.79310345,1.904212151,1.718951036,66.92305444,79.17
AE06468a5e2b6f4c32abed44292ca60b,81,audio/80.mp3,stand_audio/踏雪寻梅.mp3,stand_data/踏雪寻梅.txt,e947fdd1bb644599959404fd6819f754,64.65746268,77.53623188,36.07594937,36.07594937,37.97468354,66.66666667,0.807461172,1.153295369,82.04470818,55.18
AE0678233f552d4454bfd7b14e39fa9e,227,audio/81.mp3,stand_audio/红河谷.mp3,stand_data/红河谷.txt,d3baa8b409254da79461b1280c266078,69.66120478,43.75,12.90322581,12.25806452,40.64516129,47.10743802,1.478883752,1.379326699,53.88688408,45.98
AE06c3757b30da4e8fa9a30614c1cb1e,37,audio/82.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,62.00771177,59.2920354,26.98412698,26.98412698,63.49206349,76.27118644,1.631323798,1.372626006,72.5067565,71
AE07269ac97a33454bb1a242c758891b,104,audio/83.mp3,stand_audio/小步舞曲.mp3,stand_data/小步舞曲.txt,b1079547e6b54fdbad2a4fc975551e36,74.73654975,84.61538462,88.88888889,53.33333333,84.44444444,97.72727273,0.620613213,1.544919478,75.91453565,81.25
AE07464fb2563f4fcf9e3bd1674b8038,45,audio/84.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,69.539742,47.78761062,12.6984127,20.63492063,73.01587302,80.70175439,2.65231197,1.447573922,81.28227073,68.18
AE0759ec94ad60432ba23267ed61fda6,57,audio/85.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,76.36623771,61.94690265,19.04761905,79.36507937,80.95238095,77.41935484,1.873009384,1.038612871,93.32822114,56.07
AE075d573b6f1d4f4babd611955b27c4,47,audio/86.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,61.10562467,55.75221239,55.55555556,55.55555556,84.12698413,83.60655738,1.518747673,1.661001769,65.73110469,70.56
AE0773174d00114e0e91f10df2efb4d3,168,audio/87.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,65.73713299,69.91150442,47.61904762,63.49206349,77.77777778,76.66666667,1.715250997,0.859626635,70.8905906,81.77
AE079d0910a93048498ad41043c88791,70,audio/88.mp3,stand_audio/嗯嘿呀.mp3,stand_data/嗯嘿呀.txt,f8e9ad7463214d28aeeed68dfffc9e3c,68.31977899,68.05555556,36.36363636,33.33333333,7.070707071,8.955223881,1.080682934,1.531012022,74.07424197,44.72
AE07a57b429c7e4466ba9e19bea1b5c6,77,audio/89.mp3,stand_audio/踏雪寻梅.mp3,stand_data/踏雪寻梅.txt,e947fdd1bb644599959404fd6819f754,60.33347534,69.56521739,39.24050633,39.24050633,79.11392405,70.25316456,1.551356603,1.630597816,78.60283254,66.69
AE07be1a2b4edc474193ca9ca040d2d8,89,audio/90.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,88.09322651,64.60176991,12.6984127,12.6984127,82.53968254,72.58064516,1.696021424,1.279998857,82.4369056,75.61
AE07cc9942abcf4de392f0c72114054f,54,audio/91.mp3,stand_audio/踏浪.mp3,stand_data/踏浪.txt,350dd01e162e44bbbaea611e6602252b,88.72842045,47.64705882,6.930693069,6.930693069,21.78217822,56.71641791,0.541300531,1.691348703,84.66595615,68.93
AE07ebe10d6f254141a8bd39a481c52f,34,audio/92.mp3,stand_audio/中华人民共和国国歌.mp3,stand_data/中华人民共和国国歌.txt,77d6e212cff9450ba6271f45875d2a8f,62.64935931,63.71681416,50.79365079,50.79365079,80.95238095,83.60655738,2.095174794,1.513242311,81.38269949,79.69
